name,square_meter,bedroom_no,price,street,area,district
Cho thuê căn hộ 2 phòng ngủ tòa Park 11 Giá Cực Rẻ 14tr/th ở ngay: 0982.591.304 (hoặc Zalo, 78 m,2 phòng ngủ, 14 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Cho thuê căn hộ 2PN, đủ đồ, Times City, ở ngay  xem nhà trực tiếp", 95 m,2 phòng ngủ, 15 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"CHO THUÊ 50 CĂN HỘ TIMES, PARK ĐANG TRỐNG VÀ SẮP TRỐNG THÁNG 05,06/2019 TỪ CĂN 01-04 PHÒNG", 55 m,1 phòng ngủ, 8 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Chính chủ cho thuê gấp căn 2-3 phòng ngủ k đồ tòa Park HILL hotline: 0982591304 IMES,ZALO", 80 m,2 phòng ngủ, 12 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Chuyên cho thuê căn hộ tại Park Hill, căn full đồ xịn, giá 14 tr/th, tòa Park 12( 09825913", 78 m,2 phòng ngủ, 15 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
BQL cho thuê căn hộ KĐT Times city -  Park hill - park Premium   zalo or call: 0982.591.30, 80 m,2 phòng ngủ, 15 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Chính chủ cho thuê căn 2 phòng ngủ k đồ T11 giá 11.5tr/th,83m2 nhà như hình (0982591304)", 83 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Cho thuê CHCC Ecolife Tố Hữu, diện tích 70m2, 1 PN, nội thất đầy đủ, 11tr/th", 70 m,1 phòng ngủ, 11 triệu / tháng,Đường Tố Hữu,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê CHCC Goldmark City, 2 PN, nội thất đẹp, giá 11tr/th, LHCC: 0344858848", 77 m,2 phòng ngủ, 11 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
Chính chủ cho thuê căn hộ mini đủ đồ mới xây 100% ở ngõ 26 Mỹ Đình – không chung chủ, 35 m,9 phòng ngủ," 4,3 triệu / tháng",Đường Mỹ Đình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ 50m2 đối diện KeangNam, mới xây 100%, đủ đồ - giá chỉ 5.8 triệu/tháng", 50 m,1 phòng ngủ," 5,8 triệu / tháng",Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thê căn hộ full 1 phòng ngủ, phố Tô Ngọc Vân, Tây Hồ. 45m2 đủ đồ giá chỉ 12.6 triệu/th", 45 m,1 phòng ngủ," 12,6 triệu / tháng",Đường Tô Ngọc Vân,Phường Phú Thượng,Quận Tây Hồ
"Cho thuê căn hộ cao cấp tại Lancaster 20 Núi Trúc, Hà Nội, 96m2, 2PN, giá 21 triệu/tháng", 96 m,2 phòng ngủ, 21 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp 120m2 tại 71 Nguyễn Chí Thanh, 2PN-2WC, 15 triệu/tháng", 120 m,2 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Thịnh Quang,Quận Đống Đa
"Chủ nhà đang cần cho thuê căn hộ cao cấp tại Metropolis-29 Liễu Giai, 2PN, giá 20tr/tháng", 82 m,2 phòng ngủ, 20 triệu / tháng,Phố Liễu Giai,Phường Liễu Giai,Quận Ba Đình
"Cho thuê căn hộ dv cao cấp gần Lotte và Metropolis, giá từ 12tr/th(gồm cáp, nét, nước, dv)", 40 m,1 phòng ngủ, 12 triệu / tháng,Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"CHO THUÊ CĂN HỘ TẠI D'.LE PONT D'OR, TÂN HOÀNG MINH, 36 HOÀNG CẦU, 2-3PN, GIÁ TỪ 14 TRIỆU", 68 m,2 phòng ngủ," 13,5 triệu / tháng",Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ 2-3 phòng ngủ tại Hoàng Cầu Skyline, 36 hoàng cầu, từ 14-19 triệu/tháng", 112 m,3 phòng ngủ, 14 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê các căn hộ dịch vụ từ 35m2-90m2 tại Đống Đa, từ 9 triệu(gồm phí dv, cáp-net-nước)", 40 m,1 phòng ngủ, 9 triệu / tháng,Đường Láng Hạ,Phường Láng Thượng,Quận Đống Đa
"Cho thuê căn hộ tầng trung Hoàng Cầu Skyline, 63m2-1PN-1VS, gần đủ đồ, giá 14 triệu/tháng", 63 m,1 phòng ngủ, 14 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ cao cấp Tân Hoàng Minh tại 36 Hoàng Cầu, 110m2-3 ngủ-đủ đồ, 17 triệu/tháng", 110 m,3 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê các căn hộ dịch vụ tại Ba Đình, 40-80m2, giá từ 8.5tr/tháng(gồm c.phí cơ bản )", 45 m,1 phòng ngủ," 8,5 triệu / tháng",Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"Cần cho thuê căn hộ chung cư gần Yên Lãng, 69m2-2PN, gần đủ đồ, giá 11 triệu/tháng", 69 m,2 phòng ngủ, 11 triệu / tháng,Phố Thái Thịnh,Phường Thịnh Quang,Quận Đống Đa
"Cho thuê căn hộ 69m2 tại Kim Mã gần Lotte, miễn phí cáp-net-dv vệ sinh, giá 13 triệu/tháng", 69 m,2 phòng ngủ, 13 triệu / tháng,Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"Cho thuê căn hộ 153m2 tại tòa Thành Công Tower 57 Láng Hạ, 3PN-đủ đồ, giá 16 triệu/tháng", 153 m,3 phòng ngủ, 16 triệu / tháng,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình
"Cho thuê căn hộ tầng cao tại D2 Giảng Võ, 92m2-2PN-2VS-đủ đồ, giá 15 triệu/tháng", 92 m,2 phòng ngủ, 15 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp tại Lancaster - 20 Núi Trúc; 3 ngủ-2 vs, giá 20 triệu/th", 125 m,3 phòng ngủ, 20 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
Cho thuê căn hộ 2-3 PN đủ đồ tại Ngọc Khánh Plaza-1 Phạm Huy Thông; từ 16triệu/tháng, 112 m,3 phòng ngủ, 16 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ tại GD Building, 170 Đê La Thành, 110m2 - 3PN, đủ đồ giá 13 triệu/tháng", 112 m,3 phòng ngủ, 13 triệu / tháng,Đường Đê La Thành,Phường Ô Chợ Dừa,Quận Đống Đa
"Cần cho thuê căn hộ dịch vụ 2 ngủ tại khu Giảng Võ, 2PN-1VS-đủ đồ, giá 13.5 triệu/tháng", 66 m,2 phòng ngủ," 13,5 triệu / tháng",Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ dv khu Kim Mã, đủ đồ-dịch vụ cao cấp, từ 9 triệu(gồm d.vụ, nước, cáp, net)", 40 m,1 phòng ngủ, 9 triệu / tháng,Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
Căn hộ chung cư cao cấp Tràng An Complex 3 ngủ giá chỉ 14tr/th, 110 m,3 phòng ngủ, 14 triệu / tháng,Phố Phùng Chí Kiên,Phường Nghĩa Đô,Quận Cầu Giấy
Căn hộ chung cư Dolphin Plaza siêu đẹp giá chỉ 14tr/th, 125 m,3 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho Thuê Căn hộ chung cư cao cấp Thăng Long number 1, 0399.527.934", 120 m,3 phòng ngủ, 20 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Trung Văn,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư cao cấp Vinhome Skylake, 95 m,2 phòng ngủ, 16 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
Cho thuê căn hộ Vinhome Green Bay Mễ Trì, 90 m,2 phòng ngủ, 12 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê căn hộ Flc Green Bay City, 143m2, 3 phòng ngủ, 7tr/ th", 143 m,3 phòng ngủ, 7 triệu / tháng,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm
Cho thuê căn hộ Chung cư Mễ Trì 143m2/ 12tr/ tháng full đồ, 143 m,2 phòng ngủ, 13 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"CĂN HỘ CHUNG CƯ HUỲNH THÚC KHÁNG, ĐỐNG ĐA, 12TR500/ THÁNG", 125 m,3 phòng ngủ," 12,5 triệu / tháng",Phố Huỳnh Thúc Kháng,Phường Láng Hạ,Quận Đống Đa
Cho thuê căn hộ Hancorp Trần Đăng Ninh full nội thất 2 ngủ giá 13tr/ tháng, 80 m,2 phòng ngủ, 13 triệu / tháng,Phố Trần Đăng Ninh,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê căn hộ Hà Đô  park view, 80m, 2 ngủ full nội thất giá 13tr/ tháng", 80 m,2 phòng ngủ, 13 triệu / tháng,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
"Căn hộ 3 ngủ - full đồ cơ bản – giá 10Tr tại ngã tư Cầu Giấy, vị trí đẹp, rất thoáng mát.", 100 m,3 phòng ngủ, 10 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
Cho Thuê CCMN mới  Xây 8 tầng Đỗ Đức Dục đối diện khách sạn Marriott, 40 m,10 phòng ngủ," 4,5 triệu / tháng",Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư siêu đẹp 3 ngủ, full nội thất tại Golden field Nguyễn Cơ Thạch", 104 m,3 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Căn hộ chung cư gần Công Viên Cầu Giấy cực đẹp 2 ngủ, full đồ giá chỉ 8tr/ tháng", 70 m,2 phòng ngủ, 8 triệu / tháng,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
"Chính chủ Cần cho thuê CHCC Trung Yên 1 đường Vũ Phạm Hàm, Trun", 117 m,3 phòng ngủ, 11 triệu / tháng,Đường Vũ Phạm Hàm,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư Sun Square 21 Lê Đức Thọ, Mỹ Đình, Nam Từ Liêm, DT 120m2, giá 12t", 120 m,3 phòng ngủ, 12 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"cho thuê CHCC Tổng Cục 5, ngõ 234 Hoàng Quốc Việt,90m2, đủ đồ 9tr", 90 m,2 phòng ngủ, 9 triệu / tháng,Đường Hoàng Quốc Việt,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm
"Cho thuê CHCC CT3 C’Land Lê Đức Thọ, 135m2, đồ cơ bản, 10.5tr/tháng", 135 m,3 phòng ngủ," 10,5 triệu / tháng",Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Chính chủ cho thuê CHCC Goldmark City,Tòa R2, giá 12tr/th, 3PN, full đồ. LH 0902992555", 84 m,2 phòng ngủ, 12 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Chính chủ cho thuê căn hộ 2 phòng ngủ, 90m2, full nội thất, giá 9 triệu/tháng, nhận nhà", 90 m,2 phòng ngủ, 9 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Tân,Quận Cầu Giấy
"Cho thue CHCC 94m2 tại 113 Trung Kính, Hà Nội. 3pn, 2vs, full nội thất đẹp giá 11tr/th", 94 m,3 phòng ngủ, 11 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"cho thuê chcc Moncity Lê Đức Thọ, 2pn, đồ cơ bản, 9tr/tháng 0974352200", 70 m,2 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê chung cư Dolphin Plaza số 28 Trần Bình, Nam Từ Liêm, Hà Nội.", 133 m,2 phòng ngủ, 12 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê CHCC CS 113 Trung Kính, 150m2, 3pn, giá 11tr/tháng", 150 m,3 phòng ngủ, 11 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê căn hộ The Garden Hill 99 Trần Bình –  85m2, 8.5tr/tháng", 85 m,2 phòng ngủ," 8,5 triệu / tháng",Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê cc Thăng Long Yên Hòa (gần trường Nguyễn Siêu) DT 115m2, giá 11tr/tháng, đồ cb", 115 m,2 phòng ngủ, 11 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Cần cho thuê gấp căn hộ Mỹ Đình Plaza, Trần Bình, DT 110m2, sàn gỗ, 10tr/th  0902.992.555", 110 m,3 phòng ngủ, 10 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư Viện Chiến Lược đường Nguyễn Chánh, 105m2, 10tr/tháng", 105 m,3 phòng ngủ, 10 triệu / tháng,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"chính chủ Cho thuê nhà riêng 6 tầng ngõ 238 Hoàng Quốc Việt, Cầu Giấy, 75m2 - 0902.992.555", 75 m,3 phòng ngủ, 22 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
"Cho thuê căn hộ 95m2 chung cư Sun Square 21 Lê Đức Thọ, Nam Từ Liêm 8 triệu/tháng", 95 m,3 phòng ngủ, 8 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê CHCC tại CT2B ngõ 106 hoàng quốc việt,76m2, 2PN,  full nội thất, 11tr/tháng", 76 m,3 phòng ngủ, 11 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
"Cho thuê căn hộ CT3 ngõ 234 Hoàng Quốc Việt,  đủ đồ cơ bản 90m2, 8tr/tháng làm văn phòng", 90 m,3 phòng ngủ, 8 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
"Cho thuê căn hộ chung cư 18 Phạm Hùng, 60m2, đủ nội thất, 10,5tr/tháng", 60 m,3 phòng ngủ," 10,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho thuê căn hộ FLC Landmark Lê Đức Thọ, 159m2, đồ cơ bản, 10 tr/tháng", 159 m,3 phòng ngủ, 10 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"cần cho thuê căn hộ chung cư Đông Đô, ngõ 106 đường Hoàng Quốc Việt, 94m2, 8tr/tháng", 94 m,3 phòng ngủ, 8 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
"Cho thuê căn hộ CT3 Ngõ 234 Hoàng Quốc Việt, đầy đủ đồ cơ bản 80m2, 8tr/tháng", 85 m,3 phòng ngủ, 8 triệu / tháng,Đường Hoàng Quốc Việt,Phường Mai Dịch,Quận Cầu Giấy
"Chính chủ cho thuê CHCC CTM 139 Cầu Giấy, đủ đồ, 10tr/th", 83 m,2 phòng ngủ, 10 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Chính chủ cho thuê căn hộ D2 Giảng Võ, rộng 80m2, 3PN, Đồ cơ bản, chỉ 10tr/tháng", 80 m,3 phòng ngủ, 10 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp Royal City, 100m2, 3PN, Full đồ chỉ 20Tr/tháng", 100 m,3 phòng ngủ, 20 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"Chính chủ cho thuê căn hộ cao cấp Sky City 88 Láng Hạ 108m2, chỉ còn 15tr/th 2PN, Full Đồ", 108 m,2 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Chính chủ cho thuê căn hộ Tân Hoàng Minh – 36 Hoàng Cầu, 108m2, 15tr/th, 3PN, Đủ đồ", 108 m,3 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê Chung cư 36 Hoàng Cầu, DT: 100m2, 2PN full đồ chỉ 18tr/th", 100 m,2 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê chung cư cao cấp Tân Hoàng Minh 125m2 giá 20tr/th, 3PN", 125 m,3 phòng ngủ, 20 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ chung cư D2 Giảng Võ, DT: 100m2, giá 16t/th, 2PN, sang trọng, full đồ đẹp", 100 m,2 phòng ngủ, 16 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê chung cư cao cấp D2 Giảng Võ, DT: 134m2, giá 20 triệu/tháng, 3PN, full đồ", 134 m,3 phòng ngủ, 20 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Căn hộ siêu rẻ chung cư Platinum, DT: 120m2, giá 18tr/th, TK: 3PN, full đồ", 120 m,3 phòng ngủ, 18 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cho thuê Căn hộ The Lancaster – 20 Núi Trúc, 90m2, 2 Phòng ngủ, Đủ đồ, 18tr/th", 90 m,2 phòng ngủ, 18 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê gấp Chung cư Mipec – Ngã Tư Sở, rộng 95m2, 2PN, Chỉ 14TR, Đủ đồ đẹp", 95 m,2 phòng ngủ, 14 triệu / tháng,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa
"Cho thuê gấp căn hộ D2 Giảng Võ 80m2, 3PN, đồ cơ bản 12tr/tháng LH0941882696", 80 m,3 phòng ngủ, 12 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cần cho thuê Căn hộ The Lancaster – 20 Núi Trúc, 100m2, 2 Phòng ngủ, Đủ đồ đẹp, 17tr/tháng", 100 m,2 phòng ngủ, 17 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê gấp căn hộ Sky City – 88Láng Hạ 112m2, 2PN, Đầy đủ đồ 15tr/tháng LH:0941882696", 112 m,2 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Tổng hợp căn hộ Vinhome Nguyễn Chí Thanh cho thuê 54m2, 86m2, 129m2, 167m2 chỉ từ 16tr/thg", 86 m,2 phòng ngủ, 16 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
"BQL Tòa chung cư Sky City – 88 Láng Hạ, cho thuê 16 căn, S: 101 – 172m2, chỉ từ 13Tr/tháng", 101 m,2 phòng ngủ, 13 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Chung cư Artex – 172 Ngọc Khánh, 136m2, 3PN chỉ 14Tr/tháng, Đầy đủ đồ", 136 m,3 phòng ngủ, 14 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"HÓT!! Tổng hợp căn hộ D2 GIẢNG VÕ cho thuê 77m2,84m2,118m2,168m2 chỉ từ 12TR 094188...", 112 m,3 phòng ngủ, 15 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ 15 - 17 Ngọc Khánh, DT: 145m2, 3PN giá chỉ 14 tr/th Đồ cơ bản", 145 m,3 phòng ngủ, 14 triệu / tháng,Phố Ngọc Khánh,Phường Giảng Võ,Quận Ba Đình
"Cho thuê chung cư Tân Hoàng Minh – 36 Hoàng Cầu 114m2 giá 18tr/th, 3PN", 114 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ tại Vinhomes Metropolis – 29 Liễu Giai, 55m2, 1PN, đủ đồ, 25triệu/tháng", 55 m,1 phòng ngủ, 25 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cho thuê Vinhomes Metropolis – 29 Liễu Giai, S=82m2, 2PN giá 32triệu/tháng", 82 m,2 phòng ngủ, 32 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê chung cư Vườn Xuân – 71 Nguyễn Chí Thanh, rộng 130m2, 3PN giá chỉ 14triệu/tháng,", 130 m,3 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Chính chủ cho thuê Ngọc Khánh Plaza S:115m2, 3PN, đầy đủ đồ, giá chỉ 15tr/tháng 0941882696", 115 m,3 phòng ngủ, 15 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê gấp căn hộ StarCity – 81 Lê Văn Lương, rộng 100m2, 2PN,đầy đủ đồ, giá chỉ 14triêụ", 100 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê gấp căn hộ The Golden Palm - Lê Văn Lương, rộng 105m2, 3PN, giá chỉ 16tr/tháng, Đ", 105 m,3 phòng ngủ, 16 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Chính chủ cho thuê căn hộ 57 Láng Hạ, DT: 110m2, giá ưu đãi 13tr/th, 2PN, đủ đồ", 110 m,2 phòng ngủ, 13 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Cho thuê gấp căn hộ Ngọc Khánh Plaza S=125m2, 3PN, Đủ đồ, giá chỉ 16tr/tháng 0941882696", 125 m,3 phòng ngủ, 16 triệu / tháng,Đường Nguyễn Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê gấp căn hộ D'le Pont D'or Tân Hoàng Minh 36 Hoàng Cầu, 128m2, 3PN, 16tr/th, Đủ đồ", 128 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ tại Sky City - 88 Láng Hạ 3PN, 139m2, giá chỉ 15 triệu/tháng, Đồ cơ bản", 139 m,3 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Gấp gấp... Cho thuê Royal City - Nguyễn Trãi 95m2, 2Pngủ, tầng cao, đồ cơ bản, chỉ 13tr/th", 95 m,2 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"CHO THUÊ GẤP CĂN HỘ TÂN HOÀNG MINH, HOÀNG CẦU, 130M2, 3PHÒNG NGỦ, GIÁ CHỈ 16TR/TH, ĐỦ ĐỒ", 128 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
